NOC,Team,Year,Sport,Golds,Silvers,Bronzes,None,Medals
ROT,Philippines,2016,Golf,0,0,0,1,0
ROT,Philippines,2016,Judo,0,0,0,1,0
ROT,Philippines,2016,Swimming,0,0,0,2,0
ROT,Philippines,2016,Table Tennis,1,0,0,0,1
ROT,Philippines,2016,Taekwondo,0,0,0,1,0
ROT,Philippines,2016,Weightlifting,0,1,0,1,1
ROT,Poland,1976,Archery,1,0,0,2,1
ROT,Poland,1976,Athletics,3,2,0,17,5
ROT,Poland,1976,Boxing,1,0,4,6,5
ROT,Poland,1976,Canoeing,0,1,0,9,1
ROT,Poland,1976,Cycling,0,1,1,5,2
ROT,Poland,1976,Fencing,0,0,0,8,0
ROT,Poland,1976,Football,0,0,0,1,0
ROT,Poland,1976,Gymnastics,0,0,0,8,0
ROT,Poland,1976,Handball,0,0,1,1,1
ROT,Poland,1976,Judo,0,0,2,5,2
ROT,Poland,1976,Modern Pentathlon,0,0,0,2,0
ROT,Poland,1976,Rowing,0,0,0,6,0
ROT,Poland,1976,Sailing,0,0,1,0,1
ROT,Poland,1976,Shooting,0,0,3,7,3
ROT,Poland,1976,Swimming,0,0,0,6,0
ROT,Poland,1976,Volleyball,0,0,0,1,0
ROT,Poland,1976,Weightlifting,0,0,2,4,2
ROT,Poland,1976,Wrestling,1,0,2,11,3
ROT,Poland,1980,Archery,0,0,0,2,0
ROT,Poland,1980,Athletics,2,4,1,30,7
ROT,Poland,1980,Basketball,0,0,0,1,0
ROT,Poland,1980,Boxing,0,1,4,6,5
ROT,Poland,1980,Canoeing,0,0,0,11,0
ROT,Poland,1980,Cycling,0,1,0,6,1
ROT,Poland,1980,Diving,0,0,0,2,0
ROT,Poland,1980,Equestrianism,1,1,0,5,2
ROT,Poland,1980,Fencing,0,1,2,6,3
ROT,Poland,1980,Gymnastics,0,0,1,12,1
ROT,Poland,1980,Handball,0,0,0,1,0
ROT,Poland,1980,Hockey,0,0,0,2,0
ROT,Poland,1980,Judo,0,0,1,7,1
ROT,Poland,1980,Modern Pentathlon,0,0,0,2,0
ROT,Poland,1980,Rowing,0,1,1,8,2
ROT,Poland,1980,Sailing,0,0,0,6,0
ROT,Poland,1980,Shooting,0,0,0,6,0
ROT,Poland,1980,Swimming,0,0,1,8,1
ROT,Poland,1980,Volleyball,0,0,1,0,1
ROT,Poland,1980,Weightlifting,0,0,2,7,2
ROT,Poland,1980,Wrestling,0,5,2,13,7
ROT,Poland,1988,Archery,0,0,0,2,0
ROT,Poland,1988,Athletics,0,0,1,15,1
ROT,Poland,1988,Boxing,0,0,4,3,4
ROT,Poland,1988,Canoeing,0,1,1,7,2
ROT,Poland,1988,Cycling,0,1,0,4,1
ROT,Poland,1988,Diving,0,0,0,1,0
ROT,Poland,1988,Equestrianism,0,0,0,2,0
ROT,Poland,1988,Fencing,0,1,0,8,1
ROT,Poland,1988,Judo,1,1,0,4,2
ROT,Poland,1988,Modern Pentathlon,0,0,0,2,0
ROT,Poland,1988,Rhythmic Gymnastics,0,0,0,1,0
ROT,Poland,1988,Rowing,0,0,0,4,0
ROT,Poland,1988,Sailing,0,0,0,2,0
ROT,Poland,1988,Shooting,0,0,0,6,0
ROT,Poland,1988,Swimming,0,0,1,7,1
ROT,Poland,1988,Table Tennis,0,0,0,2,0
ROT,Poland,1988,Tennis,0,0,0,1,0
ROT,Poland,1988,Weightlifting,0,0,1,6,1
ROT,Poland,1988,Wrestling,1,1,1,15,3
ROT,Poland,1992,Archery,0,0,0,4,0
ROT,Poland,1992,Athletics,0,0,1,15,1
ROT,Poland,1992,Badminton,0,1,0,2,1
ROT,Poland,1992,Boxing,0,0,1,7,1
ROT,Poland,1992,Canoeing,0,1,2,10,3
ROT,Poland,1992,Cycling,0,0,0,5,0
ROT,Poland,1992,Diving,1,0,0,1,1
ROT,Poland,1992,Equestrianism,0,0,0,2,0
ROT,Poland,1992,Fencing,0,0,1,7,1
ROT,Poland,1992,Football,0,0,0,1,0
ROT,Poland,1992,Judo,1,0,1,9,2
ROT,Poland,1992,Modern Pentathlon,1,0,0,1,1
ROT,Poland,1992,Rhythmic Gymnastics,0,0,1,1,1
ROT,Poland,1992,Rowing,0,0,1,4,1
ROT,Poland,1992,Sailing,0,0,0,3,0
ROT,Poland,1992,Shooting,0,0,1,11,1
ROT,Poland,1992,Swimming,0,1,0,18,1
ROT,Poland,1992,Table Tennis,0,1,0,1,1
ROT,Poland,1992,Tennis,0,0,0,2,0
ROT,Poland,1992,Weightlifting,0,2,2,3,4
ROT,Poland,1992,Wrestling,0,2,0,11,2
ROT,Poland,1996,Archery,0,0,1,2,1
ROT,Poland,1996,Athletics,1,1,0,16,2
ROT,Poland,1996,Badminton,0,0,0,1,0
ROT,Poland,1996,Boxing,0,0,0,4,0
ROT,Poland,1996,Canoeing,0,0,1,12,1
ROT,Poland,1996,Cycling,0,0,0,5,0
ROT,Poland,1996,Equestrianism,0,0,0,2,0
ROT,Poland,1996,Fencing,0,2,0,5,2
ROT,Poland,1996,Judo,2,1,0,9,3
ROT,Poland,1996,Modern Pentathlon,0,0,0,1,0
ROT,Poland,1996,Rhythmic Gymnastics,1,0,0,1,1
ROT,Poland,1996,Rowing,0,0,1,4,1
ROT,Poland,1996,Sailing,0,0,0,5,0
ROT,Poland,1996,Shooting,1,1,1,11,3
ROT,Poland,1996,Swimming,0,0,0,19,0
ROT,Poland,1996,Table Tennis,0,1,0,1,1
ROT,Poland,1996,Tennis,0,0,1,1,1
ROT,Poland,1996,Volleyball,0,0,0,1,0
ROT,Poland,1996,Weightlifting,0,0,1,4,1
ROT,Poland,1996,Wrestling,3,1,1,6,5
ROT,Poland,2000,Archery,0,0,0,3,0
ROT,Poland,2000,Athletics,4,0,0,21,4
ROT,Poland,2000,Badminton,0,0,0,2,0
ROT,Poland,2000,Basketball,0,0,0,1,0
ROT,Poland,2000,Boxing,0,0,0,5,0
ROT,Poland,2000,Canoeing,0,2,2,12,4
ROT,Poland,2000,Cycling,0,0,0,7,0
ROT,Poland,2000,Fencing,0,1,0,5,1
ROT,Poland,2000,Gymnastics,0,0,0,10,0
ROT,Poland,2000,Hockey,0,0,0,1,0
ROT,Poland,2000,Judo,0,0,0,5,0
ROT,Poland,2000,Modern Pentathlon,0,0,0,2,0
ROT,Poland,2000,Rhythmic Gymnastics,0,0,0,1,0
ROT,Poland,2000,Rowing,1,0,0,6,1
ROT,Poland,2000,Sailing,0,0,0,7,0
ROT,Poland,2000,Shooting,1,0,0,6,1
ROT,Poland,2000,Swimming,0,0,0,13,0
ROT,Poland,2000,Table Tennis,0,0,0,2,0
ROT,Poland,2000,Weightlifting,0,2,0,5,2
ROT,Poland,2000,Wrestling,0,0,0,9,0
ROT,Poland,2004,Archery,0,0,0,3,0
ROT,Poland,2004,Athletics,1,0,1,29,2
ROT,Poland,2004,Badminton,0,0,0,2,0
ROT,Poland,2004,Boxing,0,0,0,3,0
ROT,Poland,2004,Canoeing,0,0,1,12,1
ROT,Poland,2004,Cycling,0,0,0,9,0
ROT,Poland,2004,Equestrianism,1,0,0,2,1
ROT,Poland,2004,Fencing,0,0,2,1,2
ROT,Poland,2004,Judo,0,0,0,6,0
ROT,Poland,2004,Modern Pentathlon,0,0,0,2,0
ROT,Poland,2004,Rhythmic Gymnastics,0,0,0,1,0
ROT,Poland,2004,Rowing,1,0,0,5,1
ROT,Poland,2004,Sailing,0,0,0,7,0
ROT,Poland,2004,Shooting,0,0,0,5,0
ROT,Poland,2004,Swimming,1,2,0,9,3
ROT,Poland,2004,Table Tennis,0,0,0,2,0
ROT,Poland,2004,Taekwondo,0,0,0,1,0
ROT,Poland,2004,Tennis,0,0,0,1,0
ROT,Poland,2004,Volleyball,0,0,0,1,0
ROT,Poland,2004,Weightlifting,0,0,1,5,1
ROT,Poland,2004,Wrestling,0,0,0,9,0
ROT,Poland,2008,Archery,0,0,0,4,0
ROT,Poland,2008,Athletics,2,1,0,34,3
ROT,Poland,2008,Badminton,0,0,0,4,0
ROT,Poland,2008,Boxing,0,0,0,2,0
ROT,Poland,2008,Canoeing,0,1,0,14,1
ROT,Poland,2008,Cycling,0,1,0,9,1
ROT,Poland,2008,Equestrianism,0,0,0,2,0
ROT,Poland,2008,Fencing,0,1,0,7,1
ROT,Poland,2008,Gymnastics,0,0,0,6,0
ROT,Poland,2008,Handball,0,0,0,1,0
ROT,Poland,2008,Judo,0,0,0,7,0
ROT,Poland,2008,Modern Pentathlon,0,0,0,2,0
ROT,Poland,2008,Rhythmic Gymnastics,0,0,0,1,0
ROT,Poland,2008,Rowing,1,1,0,3,2
ROT,Poland,2008,Sailing,0,0,0,8,0
ROT,Poland,2008,Shooting,0,0,0,9,0
ROT,Poland,2008,Swimming,0,0,0,19,0
ROT,Poland,2008,Table Tennis,0,0,0,3,0
ROT,Poland,2008,Tennis,0,0,0,3,0
ROT,Poland,2008,Triathlon,0,0,1,1,1
ROT,Poland,2008,Volleyball,0,0,0,2,0
ROT,Poland,2008,Weightlifting,0,1,0,7,1
ROT,Poland,2008,Wrestling,0,0,1,8,1
ROT,Poland,2012,Archery,0,0,0,2,0
ROT,Poland,2012,Athletics,1,1,0,28,2
ROT,Poland,2012,Badminton,0,0,0,4,0
ROT,Poland,2012,Beach Volleyball,0,0,0,1,0
ROT,Poland,2012,Boxing,0,0,0,1,0
ROT,Poland,2012,Canoeing,0,0,1,11,1
ROT,Poland,2012,Cycling,0,0,0,9,0
ROT,Poland,2012,Equestrianism,0,0,0,3,0
ROT,Poland,2012,Fencing,0,0,0,6,0
ROT,Poland,2012,Gymnastics,0,0,0,10,0
ROT,Poland,2012,Judo,0,0,0,6,0
ROT,Poland,2012,Modern Pentathlon,0,0,0,2,0
ROT,Poland,2012,Rhythmic Gymnastics,0,0,0,1,0
ROT,Poland,2012,Rowing,0,0,1,6,1
ROT,Poland,2012,Sailing,0,0,2,6,2
ROT,Poland,2012,Shooting,0,1,0,4,1
ROT,Poland,2012,Swimming,0,0,0,21,0
ROT,Poland,2012,Table Tennis,0,0,1,2,1
ROT,Poland,2012,Taekwondo,0,0,0,1,0
ROT,Poland,2012,Tennis,0,0,0,5,0
ROT,Poland,2012,Triathlon,0,0,0,2,0
ROT,Poland,2012,Volleyball,0,0,0,1,0
ROT,Poland,2012,Weightlifting,1,0,0,5,1
ROT,Poland,2012,Wrestling,0,0,0,4,0
ROT,Poland,2016,Archery,0,0,0,1,0
ROT,Poland,2016,Athletics,1,1,1,36,3
ROT,Poland,2016,Badminton,0,0,0,3,0
ROT,Poland,2016,Beach Volleyball,0,0,0,2,0
ROT,Poland,2016,Boxing,0,0,0,2,0
ROT,Poland,2016,Canoeing,0,1,1,11,2
ROT,Poland,2016,Cycling,0,1,1,9,2
ROT,Poland,2016,Equestrianism,0,0,0,1,0
ROT,Poland,2016,Fencing,0,0,0,3,0
ROT,Poland,2016,Gymnastics,0,0,1,3,1
ROT,Poland,2016,Handball,0,0,0,1,0
ROT,Poland,2016,Judo,0,0,0,4,0
ROT,Poland,2016,Modern Pentathlon,0,0,1,2,1
ROT,Poland,2016,Rowing,1,0,1,6,2
ROT,Poland,2016,Sailing,0,0,0,5,0
ROT,Poland,2016,Shooting,0,0,0,7,0
ROT,Poland,2016,Swimming,0,0,0,19,0
ROT,Poland,2016,Table Tennis,0,0,0,4,0
ROT,Poland,2016,Taekwondo,0,0,1,1,1
ROT,Poland,2016,Tennis,0,0,0,5,0
ROT,Poland,2016,Triathlon,0,0,0,1,0
ROT,Poland,2016,Volleyball,0,0,0,1,0
ROT,Poland,2016,Weightlifting,0,0,0,2,0
ROT,Poland,2016,Wrestling,0,0,1,7,1
ROT,Pop Art,2008,Equestrianism,0,0,0,1,0
ROT,Portugal,1976,Athletics,0,1,0,6,1
ROT,Portugal,1976,Judo,0,0,0,2,0
ROT,Portugal,1976,Sailing,0,0,0,1,0
ROT,Portugal,1976,Shooting,0,0,0,1,0
ROT,Portugal,1976,Swimming,0,0,0,13,0
ROT,Portugal,1976,Wrestling,0,0,0,3,0
ROT,Portugal,1980,Athletics,0,0,0,3,0
ROT,Portugal,1980,Boxing,0,0,0,1,0
ROT,Portugal,1980,Gymnastics,0,0,1,5,1
ROT,Portugal,1980,Judo,0,0,1,3,1
ROT,Portugal,1980,Swimming,0,0,0,4,0
ROT,Portugal,1980,Weightlifting,0,0,0,1,0
ROT,Portugal,1984,Archery,0,0,0,1,0
ROT,Portugal,1984,Athletics,1,0,2,10,3
ROT,Portugal,1984,Diving,0,0,0,1,0
ROT,Portugal,1984,Fencing,0,0,0,1,0
ROT,Portugal,1984,Judo,0,0,0,4,0
ROT,Portugal,1984,Modern Pentathlon,0,0,0,2,0
ROT,Portugal,1984,Rhythmic Gymnastics,0,0,0,1,0
ROT,Portugal,1984,Sailing,0,0,0,2,0
ROT,Portugal,1984,Shooting,0,0,0,4,0
ROT,Portugal,1984,Swimming,0,0,0,4,0
ROT,Portugal,1984,Weightlifting,0,0,0,2,0
ROT,Portugal,1988,Archery,0,0,0,2,0
ROT,Portugal,1988,Athletics,1,0,0,18,1
ROT,Portugal,1988,Canoeing,0,0,0,3,0
ROT,Portugal,1988,Equestrianism,0,0,0,1,0
ROT,Portugal,1988,Fencing,0,0,0,2,0
ROT,Portugal,1988,Gymnastics,0,0,0,12,0
ROT,Portugal,1988,Judo,0,0,0,3,0
ROT,Portugal,1988,Modern Pentathlon,0,0,0,1,0
ROT,Portugal,1988,Rhythmic Gymnastics,0,0,0,1,0
ROT,Portugal,1988,Sailing,0,0,0,2,0
ROT,Portugal,1988,Shooting,0,0,0,1,0
ROT,Portugal,1988,Swimming,0,0,0,11,0
ROT,Portugal,1988,Weightlifting,0,0,0,1,0
ROT,Portugal,1988,Wrestling,0,0,0,1,0
ROT,Portugal,1992,Archery,0,0,0,1,0
ROT,Portugal,1992,Athletics,0,0,0,23,0
ROT,Portugal,1992,Badminton,0,0,0,2,0
ROT,Portugal,1992,Canoeing,0,0,0,5,0
ROT,Portugal,1992,Equestrianism,0,0,0,3,0
ROT,Portugal,1992,Fencing,0,0,0,3,0
ROT,Portugal,1992,Judo,0,0,0,8,0
ROT,Portugal,1992,Modern Pentathlon,0,0,0,1,0
ROT,Portugal,1992,Rowing,0,0,0,1,0
ROT,Portugal,1992,Sailing,0,0,0,4,0
ROT,Portugal,1992,Shooting,0,0,0,2,0
ROT,Portugal,1992,Swimming,0,0,0,15,0
ROT,Portugal,1992,Tennis,0,0,0,2,0
ROT,Portugal,1992,Wrestling,0,0,0,1,0
ROT,Portugal,1996,Archery,0,0,0,1,0
ROT,Portugal,1996,Athletics,1,0,0,23,1
ROT,Portugal,1996,Beach Volleyball,0,0,0,1,0
ROT,Portugal,1996,Canoeing,0,0,0,8,0
ROT,Portugal,1996,Cycling,0,0,1,1,1
ROT,Portugal,1996,Equestrianism,0,0,0,1,0
ROT,Portugal,1996,Fencing,0,0,0,1,0
ROT,Portugal,1996,Football,0,0,0,1,0
ROT,Portugal,1996,Gymnastics,0,0,0,5,0
ROT,Portugal,1996,Judo,0,0,0,5,0
ROT,Portugal,1996,Modern Pentathlon,0,0,0,1,0
ROT,Portugal,1996,Rowing,0,0,0,1,0
ROT,Portugal,1996,Sailing,0,0,1,6,1
ROT,Portugal,1996,Shooting,0,0,0,3,0
ROT,Portugal,1996,Swimming,0,0,0,16,0
ROT,Portugal,1996,Tennis,0,0,0,1,0
ROT,Portugal,1996,Weightlifting,0,0,0,1,0
ROT,Portugal,1996,Wrestling,0,0,0,1,0
ROT,Portugal,2000,Archery,0,0,0,1,0
ROT,Portugal,2000,Athletics,0,0,1,17,1
ROT,Portugal,2000,Badminton,0,0,0,1,0
ROT,Portugal,2000,Beach Volleyball,0,0,0,2,0
ROT,Portugal,2000,Canoeing,0,0,0,1,0
ROT,Portugal,2000,Cycling,0,0,0,2,0
ROT,Portugal,2000,Equestrianism,0,0,0,1,0
ROT,Portugal,2000,Fencing,0,0,0,1,0
ROT,Portugal,2000,Judo,0,0,1,5,1
ROT,Portugal,2000,Sailing,0,0,1,6,1
ROT,Portugal,2000,Shooting,0,0,0,3,0
ROT,Portugal,2000,Swimming,0,0,0,8,0
ROT,Portugal,2000,Tennis,0,0,0,1,0
ROT,Portugal,2004,Athletics,0,1,0,21,1
ROT,Portugal,2004,Badminton,0,0,0,1,0
ROT,Portugal,2004,Beach Volleyball,0,0,0,1,0
ROT,Portugal,2004,Canoeing,0,0,0,2,0
ROT,Portugal,2004,Cycling,0,1,0,2,1
ROT,Portugal,2004,Equestrianism,0,0,0,1,0
ROT,Portugal,2004,Fencing,0,0,0,1,0
ROT,Portugal,2004,Football,0,0,0,1,0
ROT,Portugal,2004,Gymnastics,0,0,0,7,0
ROT,Portugal,2004,Judo,0,0,0,4,0
ROT,Portugal,2004,Sailing,0,0,0,5,0
ROT,Portugal,2004,Shooting,0,0,0,3,0
ROT,Portugal,2004,Swimming,0,0,0,10,0
ROT,Portugal,2004,Trampolining,0,0,0,1,0
ROT,Portugal,2004,Triathlon,0,0,0,1,0
ROT,Portugal,2004,Wrestling,0,0,0,1,0
ROT,Portugal,2008,Archery,0,0,0,1,0
ROT,Portugal,2008,Athletics,1,0,0,18,1
ROT,Portugal,2008,Badminton,0,0,0,2,0
ROT,Portugal,2008,Canoeing,0,0,0,4,0
ROT,Portugal,2008,Cycling,0,0,0,1,0
ROT,Portugal,2008,Equestrianism,0,0,0,1,0
ROT,Portugal,2008,Fencing,0,0,0,2,0
ROT,Portugal,2008,Judo,0,0,0,5,0
ROT,Portugal,2008,Rowing,0,0,0,1,0
ROT,Portugal,2008,Sailing,0,0,0,5,0
ROT,Portugal,2008,Shooting,0,0,0,3,0
ROT,Portugal,2008,Swimming,0,0,0,14,0
ROT,Portugal,2008,Table Tennis,0,0,0,1,0
ROT,Portugal,2008,Taekwondo,0,0,0,1,0
ROT,Portugal,2008,Trampolining,0,0,0,2,0
ROT,Portugal,2008,Triathlon,0,1,0,1,1
ROT,Portugal,2012,Athletics,0,0,0,19,0
ROT,Portugal,2012,Badminton,0,0,0,2,0
ROT,Portugal,2012,Canoeing,0,0,0,5,0
ROT,Portugal,2012,Cycling,0,0,0,3,0
ROT,Portugal,2012,Equestrianism,0,0,0,2,0
ROT,Portugal,2012,Gymnastics,0,0,0,11,0
ROT,Portugal,2012,Judo,0,0,0,4,0
ROT,Portugal,2012,Rowing,0,0,0,1,0
ROT,Portugal,2012,Sailing,0,0,0,7,0
ROT,Portugal,2012,Shooting,0,0,0,4,0
ROT,Portugal,2012,Swimming,0,0,0,11,0
ROT,Portugal,2012,Table Tennis,0,0,0,3,0
ROT,Portugal,2012,Trampolining,0,0,0,2,0
ROT,Portugal,2012,Triathlon,0,0,0,1,0
ROT,Portugal,2016,Athletics,0,0,0,15,0
ROT,Portugal,2016,Badminton,0,0,0,2,0
ROT,Portugal,2016,Canoeing,0,0,0,7,0
ROT,Portugal,2016,Cycling,0,0,0,3,0
ROT,Portugal,2016,Equestrianism,0,0,0,1,0
ROT,Portugal,2016,Football,0,0,0,1,0
ROT,Portugal,2016,Golf,0,0,0,1,0
ROT,Portugal,2016,Gymnastics,0,0,0,4,0
ROT,Portugal,2016,Judo,0,0,1,5,1
ROT,Portugal,2016,Sailing,0,0,0,4,0
ROT,Portugal,2016,Shooting,0,0,0,2,0
ROT,Portugal,2016,Swimming,0,0,0,6,0
ROT,Portugal,2016,Table Tennis,0,0,0,3,0
ROT,Portugal,2016,Taekwondo,0,0,0,1,0
ROT,Portugal,2016,Tennis,0,0,0,2,0
ROT,Portugal,2016,Trampolining,0,0,0,2,0
ROT,Portugal,2016,Triathlon,0,0,0,1,0
ROT,Puerto Rico,1976,Archery,0,0,1,1,1
ROT,Puerto Rico,1976,Athletics,0,0,0,12,0
ROT,Puerto Rico,1976,Basketball,0,0,0,1,0
ROT,Puerto Rico,1976,Boxing,0,0,1,9,1
ROT,Puerto Rico,1976,Equestrianism,0,0,0,1,0
ROT,Puerto Rico,1976,Fencing,0,0,0,3,0
ROT,Puerto Rico,1976,Judo,0,0,0,6,0
ROT,Puerto Rico,1976,Sailing,0,0,0,4,0
ROT,Puerto Rico,1976,Shooting,0,0,0,6,0
ROT,Puerto Rico,1976,Swimming,0,0,0,22,0
ROT,Puerto Rico,1976,Weightlifting,0,0,0,2,0
ROT,Puerto Rico,1976,Wrestling,0,0,0,5,0
ROT,Puerto Rico,1980,Boxing,0,0,0,3,0
ROT,Puerto Rico,1984,Archery,0,1,0,0,1
ROT,Puerto Rico,1984,Athletics,0,0,0,11,0
ROT,Puerto Rico,1984,Boxing,0,1,1,9,2
ROT,Puerto Rico,1984,Cycling,0,0,0,1,0
ROT,Puerto Rico,1984,Equestrianism,0,0,0,2,0
ROT,Puerto Rico,1984,Fencing,0,0,0,2,0
ROT,Puerto Rico,1984,Judo,0,0,0,2,0
ROT,Puerto Rico,1984,Rowing,0,0,0,1,0
ROT,Puerto Rico,1984,Sailing,0,0,0,3,0
ROT,Puerto Rico,1984,Shooting,0,0,0,2,0
ROT,Puerto Rico,1984,Swimming,0,0,0,5,0
ROT,Puerto Rico,1984,Weightlifting,0,0,0,1,0
ROT,Puerto Rico,1984,Wrestling,0,0,0,3,0
ROT,Puerto Rico,1988,Archery,0,0,0,2,0
ROT,Puerto Rico,1988,Athletics,0,0,0,5,0
ROT,Puerto Rico,1988,Basketball,0,0,0,1,0
ROT,Puerto Rico,1988,Boxing,0,0,0,10,0
ROT,Puerto Rico,1988,Equestrianism,0,0,0,1,0
ROT,Puerto Rico,1988,Judo,0,0,0,4,0
ROT,Puerto Rico,1988,Rowing,0,0,0,1,0
ROT,Puerto Rico,1988,Sailing,0,0,0,2,0
ROT,Puerto Rico,1988,Shooting,0,0,0,2,0
ROT,Puerto Rico,1988,Swimming,0,0,0,11,0
ROT,Puerto Rico,1988,Weightlifting,0,0,0,2,0
ROT,Puerto Rico,1988,Wrestling,0,0,0,3,0
ROT,Puerto Rico,1992,Athletics,0,0,0,7,0
ROT,Puerto Rico,1992,Baseball,0,0,0,1,0
ROT,Puerto Rico,1992,Basketball,0,0,0,1,0
ROT,Puerto Rico,1992,Boxing,0,0,1,7,1
ROT,Puerto Rico,1992,Gymnastics,0,0,0,7,0
ROT,Puerto Rico,1992,Judo,0,0,0,4,0
ROT,Puerto Rico,1992,Sailing,0,0,0,3,0
ROT,Puerto Rico,1992,Shooting,0,0,0,2,0
ROT,Puerto Rico,1992,Swimming,0,0,0,17,0
ROT,Puerto Rico,1992,Tennis,0,0,0,2,0
ROT,Puerto Rico,1992,Weightlifting,0,0,0,1,0
ROT,Puerto Rico,1992,Wrestling,0,0,1,3,1
ROT,Puerto Rico,1996,Archery,0,0,0,1,0
ROT,Puerto Rico,1996,Athletics,0,0,0,6,0
ROT,Puerto Rico,1996,Basketball,0,0,0,1,0
ROT,Puerto Rico,1996,Boxing,0,0,1,6,1
ROT,Puerto Rico,1996,Cycling,0,0,0,1,0
ROT,Puerto Rico,1996,Diving,0,0,0,2,0
ROT,Puerto Rico,1996,Equestrianism,0,0,0,1,0
ROT,Puerto Rico,1996,Fencing,0,0,0,1,0
ROT,Puerto Rico,1996,Gymnastics,0,0,0,12,0
ROT,Puerto Rico,1996,Judo,0,0,0,4,0
ROT,Puerto Rico,1996,Sailing,0,0,0,3,0
ROT,Puerto Rico,1996,Shooting,0,0,0,3,0
ROT,Puerto Rico,1996,Softball,0,0,0,1,0
ROT,Puerto Rico,1996,Swimming,0,0,0,11,0
ROT,Puerto Rico,1996,Weightlifting,0,0,0,1,0
ROT,Puerto Rico,1996,Wrestling,0,0,0,5,0
ROT,Puerto Rico,2000,Athletics,0,0,0,2,0
ROT,Puerto Rico,2000,Boxing,0,0,0,5,0
ROT,Puerto Rico,2000,Diving,0,0,0,2,0
ROT,Puerto Rico,2000,Fencing,0,0,0,1,0
ROT,Puerto Rico,2000,Gymnastics,0,0,0,7,0
ROT,Puerto Rico,2000,Judo,0,0,0,4,0
ROT,Puerto Rico,2000,Sailing,0,0,0,1,0
ROT,Puerto Rico,2000,Shooting,0,0,0,2,0
ROT,Puerto Rico,2000,Swimming,0,0,0,5,0
ROT,Puerto Rico,2000,Weightlifting,0,0,0,2,0
ROT,Puerto Rico,2004,Athletics,0,0,0,3,0
ROT,Puerto Rico,2004,Basketball,0,0,0,1,0
ROT,Puerto Rico,2004,Beach Volleyball,0,0,0,1,0
ROT,Puerto Rico,2004,Boxing,0,0,0,5,0
ROT,Puerto Rico,2004,Diving,0,0,0,2,0
ROT,Puerto Rico,2004,Equestrianism,0,0,0,1,0
ROT,Puerto Rico,2004,Gymnastics,0,0,0,7,0
ROT,Puerto Rico,2004,Judo,0,0,0,3,0
ROT,Puerto Rico,2004,Sailing,0,0,0,2,0
ROT,Puerto Rico,2004,Shooting,0,0,0,2,0
ROT,Puerto Rico,2004,Swimming,0,0,0,7,0
ROT,Puerto Rico,2004,Synchronized Swimming,0,0,0,1,0
ROT,Puerto Rico,2004,Taekwondo,0,0,0,1,0
ROT,Puerto Rico,2004,Tennis,0,0,0,1,0
ROT,Puerto Rico,2004,Wrestling,0,0,0,1,0
ROT,Puerto Rico,2008,Athletics,0,0,0,6,0
ROT,Puerto Rico,2008,Boxing,0,0,0,5,0
ROT,Puerto Rico,2008,Gymnastics,0,0,0,7,0
ROT,Puerto Rico,2008,Judo,0,0,0,3,0
ROT,Puerto Rico,2008,Shooting,0,0,0,1,0
ROT,Puerto Rico,2008,Swimming,0,0,0,6,0
ROT,Puerto Rico,2008,Taekwondo,0,0,0,2,0
ROT,Puerto Rico,2008,Weightlifting,0,0,0,1,0
ROT,Puerto Rico,2012,Athletics,0,0,1,7,1
ROT,Puerto Rico,2012,Boxing,0,0,0,5,0
ROT,Puerto Rico,2012,Gymnastics,0,0,0,5,0
ROT,Puerto Rico,2012,Judo,0,0,0,1,0
ROT,Puerto Rico,2012,Shooting,0,0,0,1,0
ROT,Puerto Rico,2012,Swimming,0,0,0,2,0
ROT,Puerto Rico,2012,Weightlifting,0,0,0,1,0
ROT,Puerto Rico,2012,Wrestling,0,0,0,3,0
ROT,Puerto Rico,2016,Athletics,0,0,0,9,0
ROT,Puerto Rico,2016,Boxing,0,0,0,1,0
ROT,Puerto Rico,2016,Cycling,0,0,0,1,0
ROT,Puerto Rico,2016,Diving,0,0,0,1,0
ROT,Puerto Rico,2016,Equestrianism,0,0,0,1,0
ROT,Puerto Rico,2016,Judo,0,0,0,2,0
ROT,Puerto Rico,2016,Shooting,0,0,0,2,0
ROT,Puerto Rico,2016,Swimming,0,0,0,1,0
ROT,Puerto Rico,2016,Table Tennis,0,0,0,2,0
ROT,Puerto Rico,2016,Taekwondo,0,0,0,1,0
ROT,Puerto Rico,2016,Tennis,0,0,0,1,0
ROT,Puerto Rico,2016,Triathlon,0,0,0,1,0
ROT,Puerto Rico,2016,Volleyball,0,0,0,1,0
ROT,Puerto Rico,2016,Weightlifting,0,0,0,1,0
ROT,Puerto Rico,2016,Wrestling,0,0,0,2,0
ROT,Qatar,1984,Athletics,0,0,1,4,1
ROT,Qatar,1984,Football,0,0,0,1,0
ROT,Qatar,1984,Shooting,0,0,0,2,0
ROT,Qatar,1988,Athletics,0,0,0,8,0
ROT,Qatar,1988,Sailing,0,0,0,1,0
ROT,Qatar,1988,Shooting,0,0,0,1,0
ROT,Qatar,1992,Athletics,0,0,0,10,0
ROT,Qatar,1992,Football,0,0,0,1,0
ROT,Qatar,1996,Athletics,0,0,0,7,0
ROT,Qatar,1996,Sailing,0,0,0,1,0
ROT,Qatar,1996,Shooting,0,0,0,1,0
ROT,Qatar,1996,Table Tennis,0,0,0,1,0
ROT,Qatar,2000,Athletics,0,0,0,9,0
ROT,Qatar,2000,Shooting,0,0,0,1,0
